v8-version,6,2,414,54,0
shared-library,"/usr/local/bin/node",0x100001800,0x100ba3aaa,0
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff3629d860,0x7fff364909ac,242761728
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff5c35f94a,0x7fff5c35fb2e,242761728
shared-library,"/usr/lib/libc++.1.dylib",0x7fff5c593f40,0x7fff5c5db2b0,242761728
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff5bfe8f08,0x7fff5bfe990c,242761728
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff5d0bdfd0,0x7fff5d2752e6,242761728
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff5da0e000,0x7fff5da2f65a,242761728
shared-library,"/usr/lib/libz.1.dylib",0x7fff5e4242d0,0x7fff5e42fbe5,242761728
shared-library,"/usr/lib/system/libcache.dylib",0x7fff5e4d1b08,0x7fff5e4d456d,242761728
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff5e4d6c14,0x7fff5e4dfde1,242761728
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff5e4e1ef4,0x7fff5e4e6a8b,242761728
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff5e4ea09c,0x7fff5e4f12dc,242761728
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff5e4f3e80,0x7fff5e558ab9,242761728
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff5e601a58,0x7fff5e62c9ce,242761728
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff5e63b014,0x7fff5e653410,242761728
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff5e658a51,0x7fff5e658e80,242761728
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff5e666fc0,0x7fff5e666fc0,242761728
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff5e6676e8,0x7fff5e66b9dc,242761728
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff5e66d26e,0x7fff5e66eb42,242761728
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff5e66f944,0x7fff5e670c73,242761728
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff5e672748,0x7fff5e687150,242761728
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff5e68985d,0x7fff5e689d0e,242761728
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff5e68b100,0x7fff5e70c18f,242761728
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff5e714e04,0x7fff5e7176c0,242761728
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff5e7192d0,0x7fff5e71b3eb,242761728
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff5e71cfda,0x7fff5e71dc44,242761728
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff5e71ef3c,0x7fff5e7234cd,242761728
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff5e7261f0,0x7fff5e76b41e,242761728
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff5e797140,0x7fff5e7c7143,242761728
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff5e7e3250,0x7fff5e7fc31f,242761728
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff5e803e50,0x7fff5e905068,242761728
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff5e933cff,0x7fff5e93b82e,242761728
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff5e93f148,0x7fff5e94783e,242761728
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff5e95d040,0x7fff5e95f52d,242761728
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff5e960a1f,0x7fff5e961588,242761728
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff5e76ff10,0x7fff5e78d75d,242761728
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff5e948820,0x7fff5e94e38d,242761728
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff5e950f78,0x7fff5e95910e,242761728
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff5e962938,0x7fff5e96831e,242761728
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff5e96b094,0x7fff5e97ac8d,242761728
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff5e97f96c,0x7fff5e9842a7,242761728
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff5e986d08,0x7fff5e9a792a,242761728
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff5be24e80,0x7fff5be4f689,242761728
shared-library,"/usr/lib/libc++abi.dylib",0x7fff5c5eb600,0x7fff5c609d64,242761728
tick,0x11114caa8,600,0,0x0,4
profiler,"begin",1000
tick,0x7fff5e94cfc9,1918,0,0x0,4
tick,0x7fff5e94d060,3168,0,0x0,4
code-creation,BytecodeHandler,2,4515,0x341341414bc0,143,"DeletePropertyStrict.Wide"
code-creation,BytecodeHandler,2,4516,0x341341414cc0,135,"DeletePropertySloppy.Wide"
code-creation,BytecodeHandler,2,4517,0x341341414dc0,127,"GetSuperConstructor.Wide"
code-creation,BytecodeHandler,2,4517,0x341341414ea0,640,"CallAnyReceiver.Wide"
code-creation,BytecodeHandler,2,4518,0x341341415180,640,"CallProperty.Wide"
code-creation,BytecodeHandler,2,4519,0x341341415460,611,"CallProperty0.Wide"
code-creation,BytecodeHandler,2,4519,0x341341415740,627,"CallProperty1.Wide"
code-creation,BytecodeHandler,2,4520,0x341341415a20,639,"CallProperty2.Wide"
code-creation,BytecodeHandler,2,4521,0x341341415d00,640,"CallUndefinedReceiver.Wide"
code-creation,BytecodeHandler,2,4522,0x341341415fe0,591,"CallUndefinedReceiver0.Wide"
code-creation,BytecodeHandler,2,4523,0x3413414162a0,619,"CallUndefinedReceiver1.Wide"
code-creation,BytecodeHandler,2,4524,0x341341416580,631,"CallUndefinedReceiver2.Wide"
code-creation,BytecodeHandler,2,4525,0x341341416860,640,"CallWithSpread.Wide"
code-creation,BytecodeHandler,2,4525,0x341341416b40,155,"CallRuntime.Wide"
code-creation,BytecodeHandler,2,4526,0x341341416c40,191,"CallRuntimeForPair.Wide"
code-creation,BytecodeHandler,2,4527,0x341341416d60,76,"CallJSRuntime.Wide"
code-creation,BytecodeHandler,2,4528,0x341341416e20,1913,"InvokeIntrinsic.Wide"
code-creation,BytecodeHandler,2,4528,0x341341417600,1172,"Construct.Wide"
code-creation,BytecodeHandler,2,4529,0x341341417b00,728,"ConstructWithSpread.Wide"
code-creation,BytecodeHandler,2,4530,0x341341417e40,2584,"TestEqual.Wide"
code-creation,BytecodeHandler,2,4531,0x3413414188c0,915,"TestEqualStrict.Wide"
code-creation,BytecodeHandler,2,4531,0x341341418cc0,1400,"TestLessThan.Wide"
code-creation,BytecodeHandler,2,4532,0x3413414192a0,1400,"TestGreaterThan.Wide"
code-creation,BytecodeHandler,2,4533,0x341341419880,1400,"TestLessThanOrEqual.Wide"
code-creation,BytecodeHandler,2,4534,0x341341419e60,1400,"TestGreaterThanOrEqual.Wide"
code-creation,BytecodeHandler,2,4535,0x34134141a440,351,"TestEqualStrictNoFeedback.Wide"
code-creation,BytecodeHandler,2,4536,0x34134141a600,588,"TestInstanceOf.Wide"
code-creation,BytecodeHandler,2,4536,0x34134141a8c0,2208,"TestIn.Wide"
code-creation,BytecodeHandler,2,4537,0x34134141b1c0,223,"ToName.Wide"
code-creation,BytecodeHandler,2,4538,0x34134141b300,239,"ToNumber.Wide"
code-creation,BytecodeHandler,2,4538,0x34134141b460,139,"ToObject.Wide"
code-creation,BytecodeHandler,2,4539,0x34134141b560,370,"CreateRegExpLiteral.Wide"
code-creation,BytecodeHandler,2,4540,0x34134141b740,1308,"CreateArrayLiteral.Wide"
code-creation,BytecodeHandler,2,4541,0x34134141bcc0,736,"CreateEmptyArrayLiteral.Wide"
code-creation,BytecodeHandler,2,4542,0x34134141c000,1688,"CreateObjectLiteral.Wide"
code-creation,BytecodeHandler,2,4543,0x34134141c700,684,"CreateClosure.Wide"
code-creation,BytecodeHandler,2,4544,0x34134141ca20,147,"CreateBlockContext.Wide"
code-creation,BytecodeHandler,2,4545,0x34134141cb20,183,"CreateCatchContext.Wide"
code-creation,BytecodeHandler,2,4546,0x34134141cc40,300,"CreateFunctionContext.Wide"
code-creation,BytecodeHandler,2,4546,0x34134141cde0,300,"CreateEvalContext.Wide"
code-creation,BytecodeHandler,2,4547,0x34134141cf80,163,"CreateWithContext.Wide"
code-creation,BytecodeHandler,2,4548,0x34134141d0a0,367,"JumpLoop.Wide"
code-creation,BytecodeHandler,2,4549,0x34134141d280,163,"Jump.Wide"
code-creation,BytecodeHandler,2,4549,0x34134141d3a0,175,"JumpConstant.Wide"
code-creation,BytecodeHandler,2,4550,0x34134141d4c0,195,"JumpIfNullConstant.Wide"
code-creation,BytecodeHandler,2,4551,0x34134141d600,195,"JumpIfNotNullConstant.Wide"
code-creation,BytecodeHandler,2,4552,0x34134141d740,195,"JumpIfUndefinedConstant.Wide"
code-creation,BytecodeHandler,2,4553,0x34134141d880,195,"JumpIfNotUndefinedConstant.Wide"
code-creation,BytecodeHandler,2,4554,0x34134141d9c0,195,"JumpIfTrueConstant.Wide"
code-creation,BytecodeHandler,2,4555,0x34134141db00,195,"JumpIfFalseConstant.Wide"
code-creation,BytecodeHandler,2,4556,0x34134141dc40,207,"JumpIfJSReceiverConstant.Wide"
code-creation,BytecodeHandler,2,4557,0x34134141dd80,331,"JumpIfToBooleanTrueConstant.Wide"
code-creation,BytecodeHandler,2,4558,0x34134141df40,327,"JumpIfToBooleanFalseConstant.Wide"
code-creation,BytecodeHandler,2,4559,0x34134141e100,323,"JumpIfToBooleanTrue.Wide"
code-creation,BytecodeHandler,2,4560,0x34134141e2c0,319,"JumpIfToBooleanFalse.Wide"
code-creation,BytecodeHandler,2,4561,0x34134141e460,187,"JumpIfTrue.Wide"
code-creation,BytecodeHandler,2,4561,0x34134141e580,187,"JumpIfFalse.Wide"
code-creation,BytecodeHandler,2,4562,0x34134141e6a0,187,"JumpIfNull.Wide"
code-creation,BytecodeHandler,2,4563,0x34134141e7c0,187,"JumpIfNotNull.Wide"
code-creation,BytecodeHandler,2,4563,0x34134141e8e0,187,"JumpIfUndefined.Wide"
code-creation,BytecodeHandler,2,4564,0x34134141ea00,187,"JumpIfNotUndefined.Wide"
code-creation,BytecodeHandler,2,4565,0x34134141eb20,243,"JumpIfJSReceiver.Wide"
code-creation,BytecodeHandler,2,4566,0x34134141ec80,227,"SwitchOnSmiNoFeedback.Wide"
code-creation,BytecodeHandler,2,4567,0x34134141ede0,651,"ForInPrepare.Wide"
code-creation,BytecodeHandler,2,4567,0x34134141f0e0,60,"ForInContinue.Wide"
code-creation,BytecodeHandler,2,4568,0x34134141f180,251,"ForInNext.Wide"
code-creation,BytecodeHandler,2,4569,0x34134141f2e0,52,"ForInStep.Wide"
code-creation,BytecodeHandler,2,4570,0x34134141f380,179,"ThrowReferenceErrorIfHole.Wide"
code-creation,BytecodeHandler,2,4571,0x34134141f4a0,108,"RestoreGeneratorState.Wide"
code-creation,BytecodeHandler,2,4572,0x34134141f580,532,"SuspendGenerator.Wide"
code-creation,BytecodeHandler,2,4572,0x34134141f800,152,"RestoreGeneratorRegisters.Wide"
code-creation,BytecodeHandler,2,4573,0x34134141f900,292,"DebugBreak1.Wide"
code-creation,BytecodeHandler,2,4574,0x34134141faa0,292,"DebugBreak2.Wide"
code-creation,BytecodeHandler,2,4575,0x34134141fc40,292,"DebugBreak3.Wide"
code-creation,BytecodeHandler,2,4575,0x34134141fde0,292,"DebugBreak4.Wide"
code-creation,BytecodeHandler,2,4576,0x34134141ff80,292,"DebugBreak5.Wide"
code-creation,BytecodeHandler,2,4577,0x341341420120,292,"DebugBreak6.Wide"
code-creation,BytecodeHandler,2,4577,0x3413414202c0,159,"IncBlockCounter.Wide"
code-creation,BytecodeHandler,2,4578,0x3413414203c0,36,"LdaSmi.ExtraWide"
code-creation,BytecodeHandler,2,4579,0x341341420460,40,"LdaConstant.ExtraWide"
code-creation,BytecodeHandler,2,4580,0x341341420500,4036,"LdaGlobal.ExtraWide"
code-creation,BytecodeHandler,2,4581,0x341341421540,3956,"LdaGlobalInsideTypeof.ExtraWide"
code-creation,BytecodeHandler,2,4582,0x341341422520,179,"StaGlobalSloppy.ExtraWide"
code-creation,BytecodeHandler,2,4583,0x341341422640,179,"StaGlobalStrict.ExtraWide"
code-creation,BytecodeHandler,2,4583,0x341341422760,44,"PushContext.ExtraWide"
code-creation,BytecodeHandler,2,4584,0x341341422800,40,"PopContext.ExtraWide"
code-creation,BytecodeHandler,2,4585,0x3413414228a0,72,"LdaContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,4586,0x3413414228a0,72,"LdaImmutableContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,4587,0x341341422960,44,"LdaCurrentContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,4588,0x341341422960,44,"LdaImmutableCurrentContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,4589,0x341341422a00,124,"StaContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,4590,0x341341422ae0,100,"StaCurrentContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,4591,0x341341422bc0,147,"LdaLookupSlot.ExtraWide"
code-creation,BytecodeHandler,2,4592,0x341341422cc0,231,"LdaLookupContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,4593,0x341341422e20,4200,"LdaLookupGlobalSlot.ExtraWide"
code-creation,BytecodeHandler,2,4594,0x341341423f00,147,"LdaLookupSlotInsideTypeof.ExtraWide"
code-creation,BytecodeHandler,2,4595,0x341341424000,231,"LdaLookupContextSlotInsideTypeof.ExtraWide"
code-creation,BytecodeHandler,2,4596,0x341341424160,4116,"LdaLookupGlobalSlotInsideTypeof.ExtraWide"
code-creation,BytecodeHandler,2,4597,0x3413414251e0,255,"StaLookupSlot.ExtraWide"
code-creation,BytecodeHandler,2,4598,0x341341425340,36,"Ldar.ExtraWide"
code-creation,BytecodeHandler,2,4599,0x3413414253e0,36,"Star.ExtraWide"
code-creation,BytecodeHandler,2,4600,0x341341425480,48,"Mov.ExtraWide"
code-creation,BytecodeHandler,2,4600,0x341341425520,3251,"LdaNamedProperty.ExtraWide"
code-creation,BytecodeHandler,2,4601,0x341341426240,163,"LdaKeyedProperty.ExtraWide"
code-creation,BytecodeHandler,2,4602,0x341341426360,112,"LdaModuleVariable.ExtraWide"
code-creation,BytecodeHandler,2,4603,0x341341426440,267,"StaModuleVariable.ExtraWide"
code-creation,BytecodeHandler,2,4604,0x3413414265c0,179,"StaNamedPropertySloppy.ExtraWide"
code-creation,BytecodeHandler,2,4605,0x3413414266e0,179,"StaNamedPropertyStrict.ExtraWide"
code-creation,BytecodeHandler,2,4606,0x341341426800,179,"StaNamedOwnProperty.ExtraWide"
code-creation,BytecodeHandler,2,4607,0x341341426920,175,"StaKeyedPropertySloppy.ExtraWide"
code-creation,BytecodeHandler,2,4608,0x341341426a40,175,"StaKeyedPropertyStrict.ExtraWide"
code-creation,BytecodeHandler,2,4609,0x341341426b60,203,"StaDataPropertyInLiteral.ExtraWide"
code-creation,BytecodeHandler,2,4610,0x341341426ca0,167,"CollectTypeProfile.ExtraWide"
code-creation,BytecodeHandler,2,4611,0x341341426dc0,816,"Add.ExtraWide"
code-creation,BytecodeHandler,2,4612,0x341341427160,912,"Sub.ExtraWide"
code-creation,BytecodeHandler,2,4612,0x341341427560,980,"Mul.ExtraWide"
code-creation,BytecodeHandler,2,4613,0x3413414279a0,972,"Div.ExtraWide"
code-creation,BytecodeHandler,2,4614,0x341341427de0,972,"Mod.ExtraWide"
code-creation,BytecodeHandler,2,4614,0x341341428220,724,"BitwiseOr.ExtraWide"
code-creation,BytecodeHandler,2,4615,0x341341428560,724,"BitwiseXor.ExtraWide"
code-creation,BytecodeHandler,2,4616,0x3413414288a0,724,"BitwiseAnd.ExtraWide"
code-creation,BytecodeHandler,2,4617,0x341341428be0,740,"ShiftLeft.ExtraWide"
code-creation,BytecodeHandler,2,4617,0x341341428f40,740,"ShiftRight.ExtraWide"
code-creation,BytecodeHandler,2,4618,0x3413414292a0,968,"ShiftRightLogical.ExtraWide"
code-creation,BytecodeHandler,2,4619,0x3413414296e0,668,"AddSmi.ExtraWide"
code-creation,BytecodeHandler,2,4620,0x3413414299e0,740,"SubSmi.ExtraWide"
code-creation,BytecodeHandler,2,4620,0x341341429d40,804,"MulSmi.ExtraWide"
code-creation,BytecodeHandler,2,4621,0x34134142a0e0,840,"DivSmi.ExtraWide"
code-creation,BytecodeHandler,2,4622,0x34134142a4a0,768,"ModSmi.ExtraWide"
code-creation,BytecodeHandler,2,4622,0x34134142a800,424,"BitwiseOrSmi.ExtraWide"
code-creation,BytecodeHandler,2,4623,0x34134142aa20,424,"BitwiseXorSmi.ExtraWide"
code-creation,BytecodeHandler,2,4624,0x34134142ac40,424,"BitwiseAndSmi.ExtraWide"
code-creation,BytecodeHandler,2,4625,0x34134142ae60,428,"ShiftLeftSmi.ExtraWide"
code-creation,BytecodeHandler,2,4626,0x34134142b080,428,"ShiftRightSmi.ExtraWide"
code-creation,BytecodeHandler,2,4627,0x34134142b2a0,644,"ShiftRightLogicalSmi.ExtraWide"
code-creation,BytecodeHandler,2,4628,0x34134142b5a0,560,"Inc.ExtraWide"
code-creation,BytecodeHandler,2,4628,0x34134142b840,564,"Dec.ExtraWide"
code-creation,BytecodeHandler,2,4629,0x34134142bae0,143,"DeletePropertyStrict.ExtraWide"
code-creation,BytecodeHandler,2,4630,0x34134142bbe0,135,"DeletePropertySloppy.ExtraWide"
code-creation,BytecodeHandler,2,4631,0x34134142bce0,127,"GetSuperConstructor.ExtraWide"
code-creation,BytecodeHandler,2,4632,0x34134142bdc0,640,"CallAnyReceiver.ExtraWide"
code-creation,BytecodeHandler,2,4633,0x34134142c0a0,640,"CallProperty.ExtraWide"
code-creation,BytecodeHandler,2,4634,0x34134142c380,611,"CallProperty0.ExtraWide"
code-creation,BytecodeHandler,2,4634,0x34134142c660,623,"CallProperty1.ExtraWide"
code-creation,BytecodeHandler,2,4635,0x34134142c940,635,"CallProperty2.ExtraWide"
code-creation,BytecodeHandler,2,4636,0x34134142cc20,636,"CallUndefinedReceiver.ExtraWide"
code-creation,BytecodeHandler,2,4637,0x34134142cf00,591,"CallUndefinedReceiver0.ExtraWide"
code-creation,BytecodeHandler,2,4638,0x34134142d1c0,619,"CallUndefinedReceiver1.ExtraWide"
code-creation,BytecodeHandler,2,4639,0x34134142d4a0,631,"CallUndefinedReceiver2.ExtraWide"
code-creation,BytecodeHandler,2,4640,0x34134142d780,640,"CallWithSpread.ExtraWide"
code-creation,BytecodeHandler,2,4641,0x34134142da60,151,"CallRuntime.ExtraWide"
code-creation,BytecodeHandler,2,4642,0x34134142db60,187,"CallRuntimeForPair.ExtraWide"
code-creation,BytecodeHandler,2,4643,0x34134142dc80,76,"CallJSRuntime.ExtraWide"
code-creation,BytecodeHandler,2,4644,0x34134142dd40,1905,"InvokeIntrinsic.ExtraWide"
code-creation,BytecodeHandler,2,4645,0x34134142e520,1172,"Construct.ExtraWide"
code-creation,BytecodeHandler,2,4645,0x34134142ea20,724,"ConstructWithSpread.ExtraWide"
code-creation,BytecodeHandler,2,4646,0x34134142ed60,2584,"TestEqual.ExtraWide"
code-creation,BytecodeHandler,2,4647,0x34134142f7e0,915,"TestEqualStrict.ExtraWide"
code-creation,BytecodeHandler,2,4648,0x34134142fbe0,1400,"TestLessThan.ExtraWide"
code-creation,BytecodeHandler,2,4649,0x3413414301c0,1400,"TestGreaterThan.ExtraWide"
code-creation,BytecodeHandler,2,4650,0x3413414307a0,1400,"TestLessThanOrEqual.ExtraWide"
code-creation,BytecodeHandler,2,4651,0x341341430d80,1400,"TestGreaterThanOrEqual.ExtraWide"
code-creation,BytecodeHandler,2,4652,0x341341431360,351,"TestEqualStrictNoFeedback.ExtraWide"
code-creation,BytecodeHandler,2,4653,0x341341431520,588,"TestInstanceOf.ExtraWide"
code-creation,BytecodeHandler,2,4654,0x3413414317e0,2208,"TestIn.ExtraWide"
code-creation,BytecodeHandler,2,4654,0x3413414320e0,223,"ToName.ExtraWide"
code-creation,BytecodeHandler,2,4655,0x341341432220,239,"ToNumber.ExtraWide"
code-creation,BytecodeHandler,2,4656,0x341341432380,139,"ToObject.ExtraWide"
code-creation,BytecodeHandler,2,4657,0x341341432480,370,"CreateRegExpLiteral.ExtraWide"
code-creation,BytecodeHandler,2,4658,0x341341432660,1308,"CreateArrayLiteral.ExtraWide"
code-creation,BytecodeHandler,2,4659,0x341341432be0,736,"CreateEmptyArrayLiteral.ExtraWide"
code-creation,BytecodeHandler,2,4660,0x341341432f20,1684,"CreateObjectLiteral.ExtraWide"
code-creation,BytecodeHandler,2,4661,0x341341433620,684,"CreateClosure.ExtraWide"
code-creation,BytecodeHandler,2,4661,0x341341433940,147,"CreateBlockContext.ExtraWide"
code-creation,BytecodeHandler,2,4662,0x341341433a40,183,"CreateCatchContext.ExtraWide"
code-creation,BytecodeHandler,2,4663,0x341341433b60,300,"CreateFunctionContext.ExtraWide"
code-creation,BytecodeHandler,2,4664,0x341341433d00,304,"CreateEvalContext.ExtraWide"
code-creation,BytecodeHandler,2,4665,0x341341433ea0,163,"CreateWithContext.ExtraWide"
code-creation,BytecodeHandler,2,4666,0x341341433fc0,367,"JumpLoop.ExtraWide"
code-creation,BytecodeHandler,2,4667,0x3413414341a0,167,"Jump.ExtraWide"
code-creation,BytecodeHandler,2,4667,0x3413414342c0,175,"JumpConstant.ExtraWide"
code-creation,BytecodeHandler,2,4668,0x3413414343e0,195,"JumpIfNullConstant.ExtraWide"
code-creation,BytecodeHandler,2,4669,0x341341434520,195,"JumpIfNotNullConstant.ExtraWide"
code-creation,BytecodeHandler,2,4670,0x341341434660,195,"JumpIfUndefinedConstant.ExtraWide"
code-creation,BytecodeHandler,2,4671,0x3413414347a0,195,"JumpIfNotUndefinedConstant.ExtraWide"
code-creation,BytecodeHandler,2,4672,0x3413414348e0,195,"JumpIfTrueConstant.ExtraWide"
code-creation,BytecodeHandler,2,4673,0x341341434a20,195,"JumpIfFalseConstant.ExtraWide"
code-creation,BytecodeHandler,2,4674,0x341341434b60,207,"JumpIfJSReceiverConstant.ExtraWide"
code-creation,BytecodeHandler,2,4675,0x341341434ca0,331,"JumpIfToBooleanTrueConstant.ExtraWide"
code-creation,BytecodeHandler,2,4677,0x341341434e60,327,"JumpIfToBooleanFalseConstant.ExtraWide"
code-creation,BytecodeHandler,2,4677,0x341341435020,323,"JumpIfToBooleanTrue.ExtraWide"
code-creation,BytecodeHandler,2,4678,0x3413414351e0,319,"JumpIfToBooleanFalse.ExtraWide"
code-creation,BytecodeHandler,2,4679,0x341341435380,187,"JumpIfTrue.ExtraWide"
code-creation,BytecodeHandler,2,4680,0x3413414354a0,187,"JumpIfFalse.ExtraWide"
code-creation,BytecodeHandler,2,4681,0x3413414355c0,187,"JumpIfNull.ExtraWide"
code-creation,BytecodeHandler,2,4681,0x3413414356e0,187,"JumpIfNotNull.ExtraWide"
code-creation,BytecodeHandler,2,4682,0x341341435800,187,"JumpIfUndefined.ExtraWide"
code-creation,BytecodeHandler,2,4683,0x341341435920,187,"JumpIfNotUndefined.ExtraWide"
code-creation,BytecodeHandler,2,4684,0x341341435a40,243,"JumpIfJSReceiver.ExtraWide"
code-creation,BytecodeHandler,2,4685,0x341341435ba0,227,"SwitchOnSmiNoFeedback.ExtraWide"
code-creation,BytecodeHandler,2,4686,0x341341435d00,651,"ForInPrepare.ExtraWide"
code-creation,BytecodeHandler,2,4687,0x341341436000,60,"ForInContinue.ExtraWide"
code-creation,BytecodeHandler,2,4688,0x3413414360a0,247,"ForInNext.ExtraWide"
code-creation,BytecodeHandler,2,4688,0x341341436200,52,"ForInStep.ExtraWide"
code-creation,BytecodeHandler,2,4689,0x3413414362a0,183,"ThrowReferenceErrorIfHole.ExtraWide"
code-creation,BytecodeHandler,2,4690,0x3413414363c0,108,"RestoreGeneratorState.ExtraWide"
code-creation,BytecodeHandler,2,4691,0x3413414364a0,532,"SuspendGenerator.ExtraWide"
code-creation,BytecodeHandler,2,4692,0x341341436720,152,"RestoreGeneratorRegisters.ExtraWide"
code-creation,BytecodeHandler,2,4693,0x341341436820,292,"DebugBreak1.ExtraWide"
code-creation,BytecodeHandler,2,4694,0x3413414369c0,292,"DebugBreak2.ExtraWide"
code-creation,BytecodeHandler,2,4694,0x341341436b60,292,"DebugBreak3.ExtraWide"
code-creation,BytecodeHandler,2,4695,0x341341436d00,292,"DebugBreak4.ExtraWide"
code-creation,BytecodeHandler,2,4696,0x341341436ea0,292,"DebugBreak5.ExtraWide"
code-creation,BytecodeHandler,2,4696,0x341341437040,292,"DebugBreak6.ExtraWide"
code-creation,BytecodeHandler,2,4697,0x3413414371e0,155,"IncBlockCounter.ExtraWide"
code-creation,LazyCompile,5,4867,0x341341306820,15," :1:1",0x3cfe6cd87f08,
code-creation,LazyCompile,5,4879,0x34134134c1e0,15,"",0x3cfe6cda0bf8,
code-creation,LazyCompile,5,4880,0x34134134c260,28,"",0x3cfe6cda0ca8,
code-creation,LazyCompile,5,4881,0x34134134c2e0,446,"",0x3cfe6cda0d80,
code-creation,LazyCompile,5,4882,0x34134134c7a0,450,"",0x3cfe6cda0ed0,
code-creation,LazyCompile,5,4883,0x34134134c9e0,462,"",0x3cfe6cda0fe8,
code-creation,LazyCompile,5,4884,0x34134134c2e0,446,"",0x3cfe6cda1100,
code-creation,LazyCompile,5,4885,0x34134134c260,28,"",0x3cfe6cda1198,
code-creation,LazyCompile,5,4885,0x34134134cc20,1544,"",0x3cfe6cda1260,
code-creation,LazyCompile,5,4886,0x34134134fc00,2044,"",0x3cfe6cda1598,
code-creation,LazyCompile,5,4887,0x341341350460,1580,"",0x3cfe6cda1710,
code-creation,LazyCompile,5,4888,0x341341350b00,912,"",0x3cfe6cda1878,
code-creation,LazyCompile,5,4889,0x341341351880,920,"",0x3cfe6cda1a08,
code-creation,LazyCompile,5,4890,0x341341351c80,920,"",0x3cfe6cda1b10,
code-creation,LazyCompile,5,4891,0x341341352080,15,"",0x3cfe6cda1c10,
code-creation,LazyCompile,5,4892,0x341341352080,15,"",0x3cfe6cda1cc0,
code-creation,LazyCompile,5,4893,0x341341352100,15,"",0x3cfe6cda1d58,
code-creation,LazyCompile,5,4894,0x341341352180,15,"",0x3cfe6cda1e08,
code-creation,LazyCompile,5,4895,0x341341352200,15,"",0x3cfe6cda1eb8,
code-creation,LazyCompile,5,4896,0x341341352280,15,"",0x3cfe6cda1f68,
code-creation,LazyCompile,5,4897,0x341341352300,15,"",0x3cfe6cda2048,
code-creation,LazyCompile,5,4897,0x341341352380,15,"",0x3cfe6cda2128,
code-creation,LazyCompile,5,4898,0x341341352400,15,"",0x3cfe6cda21f8,
code-creation,LazyCompile,5,4899,0x341341352480,15,"",0x3cfe6cda22a8,
code-creation,LazyCompile,5,4900,0x341341352500,848,"",0x3cfe6cda2378,
code-creation,LazyCompile,5,4901,0x3413413528c0,15,"",0x3cfe6cda2438,
code-creation,LazyCompile,5,4902,0x341341352940,15,"",0x3cfe6cda2510,
code-creation,LazyCompile,5,4903,0x3413413529c0,15,"",0x3cfe6cda25c0,
code-creation,LazyCompile,5,4904,0x341341352a40,15,"",0x3cfe6cda2690,
code-creation,LazyCompile,5,4905,0x341341352ac0,15,"",0x3cfe6cda2740,
code-creation,LazyCompile,5,4906,0x341341352b40,15,"",0x3cfe6cda27f0,
code-creation,LazyCompile,5,4907,0x341341352bc0,15,"",0x3cfe6cda28a0,
